name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,lat,lon
LAS QUEBRADAS,"HIDRO ENERGIA XANA, S.L.",,,Hellin,ES,2.3,Hydro,,,,,
CH LA CASETA,"ACCIONA SALTOS DE AGUA, SL",,,Oris,ES,0.5,Hydro,,,1993,,
HILATURAS MIEL,"HILATURAS MIEL, S.L.",,,Mutxamel,ES,6.32,Oil,,,,,
CERAMICA ZAMORA,"CERAMICA ZAMORA, S.A.",,,Talavera de la Reina,ES,0.532,Oil,,,,,
ACUARIO ESPAI DE SALUT,"ACUARIO ESPAI DE SALUT, S.A.",,,Beniarbeig,ES,0.03,Natural gas,,,,,
ALIER,"ALIER, S.A.",,,Rossello,ES,0.18,Hydro,,,,,
"REAL CERAMICA, S.A.U","REAL CERAMICA, S.A.U",,,Chilches/Xilxes,ES,5.76,Natural gas,,,,,
COGENERACION SERPIS,"COGENERACION SERPIS, A.I.E.",,,Lorcha/Orxa (l),ES,1.65,Oil,,,,,
PRODUCTOS ULLA,"PRODUCTOS ULLA, S.L.",,,Catoira,ES,0.8,Oil,,,,,
CERANOR,"CERANOR, S.A.",,,Valencia de Don Juan,ES,9.87,Natural gas,,,,,
HIJOS FRANCISCO GAYA FORES (FABRICA II),"HIJOS FRANCISCO GAYA FORES,SL(FABRICA II",,,Onda,ES,0.96,Natural gas,,,,,
SANT VICENC DELS HORTS,"FEED-BACK 10, S.L.",,,Sant Vicenc dels Horts,ES,5.39,Natural gas,,,2000,,
LUMBIER,"ELECTRA ILUMBERRI, S.L.",,,Lumbier,ES,0.8,Hydro,,,1999,,
GONZALEZ CARRENO II,"CERAMICA DEL VILLACE, S.L.",,,Villamanan,ES,5.5,Natural gas,,,1999,,
FERNANDO CORRAL E HIJOS,"FERNANDO CORRAL E HIJOS, S.L.",,,Doninos de Salamanca,ES,0.995,Natural gas,,,,,
CERAMICA SAZA,"CERAMICA SAZA, S.A.",,,Corrales,ES,3.33,Natural gas,,,,,
C. H. CORZAN,"HIDROELECTRICA DEL ARNOYA, S.L.",,,Negreira,ES,3.6,Hydro,,,,,
LA AURORA,"CENTRAL ELECTRICA LA AURORA, S.A.",,,Astudillo,ES,0.656,Hydro,,,2000,,
ALMIBERIA,"ALMIBERIA, S.A.",,,San Antonio de Benageber,ES,1.464,Natural gas,,,,,
RIO XANCEDA,"HIDROELECTRICA DEL OUROL, S.L.",,,Ourol,ES,2.85,Hydro,,,2008,,
LIPIDOS SANTIGA,"COGENERACION LIPSA, S.L.",,,Santa Perpetua de Mogoda,ES,4.958,Natural gas,,,2000,,
PLANTA DE LALCORA,"ECOENERGIA INTEGRAL, S.A.",,,Alcora (l),ES,2.525,Oil,,,,,
PLANTA DE MORELLA,"ECOENERGIA INTEGRAL, S.A.",,,Villores,ES,1.68,Oil,,,,,
COGENERACION MARINA DOR,"HOTELES MARINA DOR, S.L.",,,Oropesa del Mar/Orpesa,ES,3.114,Natural gas,,,2004,,
IBERFRUTA,"IBERFRUTA, S.A.",,,Azagra,ES,4,Natural gas,,,,,
TRATAMIENTO DE PURINES EN ASTORGA,"ECOENERGIA INTEGRAL, S.A.",,,Astorga,ES,1.68,Other or unspecified energy sources,,,,,
TRATAMIENTO DE PURINES EN VILLANUEVA DE ARGANO,"ECOENERGIA INTEGRAL, S.A.",,,Villanueva de Argano,ES,4.205,Other or unspecified energy sources,,,,,
PAPELERAS DEL ARLANZON,"PAPELERAS DEL ARLANZON, S.A.",,,Burgos,ES,4.001,Natural gas,,,2006,,
CERAMICA DE PINA II,"CERAMICA DE PINA, S.L.",,,Pina de Campos,ES,0.954,Oil,,,,,
ALVARO ESPUNY,"ALVARO ESPUNY, S.L.",,,Puente Genil,ES,15,Natural gas,,,,,
COOPERATIVA DE VIVIENDAS JOVENES DE ORCASITAS,COOPERATIVA VIVIENDAS JOVENES ORCASITAS,,,Madrid,ES,0.492,Natural gas,,,,,
"COVISLAN, S.L.","COVISLAN, S.L.",,,Terrassa,ES,8.365,Oil,,,,,
LORCA-1,"PROCESOS ECOLOGICOS, S.A.",,,Lorca,ES,15,Natural gas,,,,,
PLANTA DE COGENERACION DAPSA,DANIEL AGUILO PANISELLO S.A.,,,Sevilla,ES,3.06,Natural gas,,,2000,,
HELIOS,"DULCES Y CONSERVAS HELIOS, S.A.",,,Arroyo de la Encomienda,ES,3.884,Natural gas,,,2000,,
BADENES COGENERACION,"BADENES COGENERACION, S.L.",,,Sagunto/Sagunt,ES,1.688,Oil,,,2000,,
NIVELUR (AMPLIACION 809 KW 30-6-2005),"NIVELUR, S.L.",,,Orozko,ES,0.992,Oil,,,,,
TEXTIL SANTANDERINA,"TEXTIL SANTANDERINA, S.A.",,,Cabezon de la Sal,ES,4.5,Natural gas,,,1996,,
ATHENEA,"ATHENEA ENERGIA, S.L.",,,Villena,ES,4.656,Natural gas,,,,,
"SAMPOL INGENIERIA Y OBRAS, S.A.","SAMPOL INGENIERIA Y OBRAS, S.A.",,,Madrid,ES,33,Natural gas,,,2004,,
EL RETALLO,"AGROPECUARIA EL RETALLO, S.L.",,,Roda (La),ES,1,Natural gas,,,2006,,
TORROLLON,COMUNIDAD GENERAL DE RIEGOS DEL ALTO ARAGON,,,Huerto,ES,0.893,Hydro,,,2000,,
BECOSA CABRA,"BECOSA ENERGIAS RENOVABLES, S.A.",,,Cabra,ES,17.675,Natural gas,,,,,
"IBERIA, LINEAS AEREAS DE ESPANA","IBERIA, LINEAS AEREAS DE ESPANA, S.A.",,,Madrid,ES,8.732,Natural gas,,,,,
PROCESA,"PRODUCTOS CELULOSICOS, S.A.",,,Azuqueca de Henares,ES,3.888,Natural gas,,,2000,,
FACTORIA DE GUARENA,"TECNOLOGIA Y ROBOTICA EXTREMENA, S.L.",,,Guarena,ES,1.52,Oil,,,2000,,
HILATURAS BEJAR,"HILATURAS BEJAR, S.A.",,,Bejar,ES,0.244,Hydro,,,,,
COGENERACION COGAL,"CONEJOS GALLEGOS COGAL, S.C.L.(COGAL)",,,Rodeiro,ES,0.67,Oil,,,2000,,
PLANTA DEPURACION AGUAS RESIDUALES,CONSORCIO DE AGUAS BILBAO BIZKAIA,,,Sestao,ES,3.535,Natural gas,,,1996,,
SANTOMERA,"UNION FENOSA ENERGIAS ESPECIALES, S.A.",,,Santomera,ES,16.5,Natural gas,,,,,
PLANTA PURINES HINOJAR,"ENERGIAS ALTERNATIVAS MURCIANAS, S.A.",,,Lorca,ES,14.94,Natural gas,,,2002,,
CERAMICA ALCALAINA,"CERAMICA ALCALAINA, S.C.L.",,,Camarma de Esteruelas,ES,0.999,Natural gas,,,2008,,
VILAFRUNS,"SANTASUSANA DE INVERSIONES, S.A.",,,Balsareny,ES,0.29,Hydro,,,,,
ESCLUSA 14,GREGORIO ALVARO DELGADO,,,Melgar de Fernamental,ES,0.225,Hydro,,,,,
"CARTONAJES LA PLANA, S.L.","CARTONAJES LA PLANA, S.L.",,,Betxi,ES,0.999,Natural gas,,,2012,,
BENFERRI,COMUNIDAD DE REGANTES DE BENFERRI,,,Benferri,ES,0.783,Oil,,,,,
POSADAS,"HERMANOS CAMPO MARIN, C.B",,,Ezcaray,ES,0.311,Hydro,,,,,
LARDERO,AYUNTAMIENTO DE LOGRONO,,,Lardero,ES,0.81,Hydro,,,,,
COG. MADERAS ORNANDA,"MADERAS ORNANDA, S.A.",,,Porto do Son,ES,0.495,Oil,,,2011,,
PLASTICOS ENERGIA,"PLASTICOS ENERGIA, S.L.",,,Paiporta,ES,3.495,Oil,,,,,
EL PISON,"TURBINOR, S.L.",,,Alar del Rey,ES,0.08,Hydro,,,,,
GALLETAS GULLON FABRICA 1,"GALLETAS GULLON, S.A.",,,Aguilar de Campoo,ES,3.884,Natural gas,,,,,
CENTRAL HIDROELECTRICA DE HUESNA,CONFEDERACION HIDROGRAFICA GUADALQUIVIR,,,Pedroso (El),ES,0.9,Hydro,,,1999,,
MUGAIRE,"MARIN MUGAIRE, S.L.",,,Baztan,ES,0.88,Hydro,,,,,
SALTO ETXALAR,"REYSALDE, S.L.",,,Etxalar,ES,1.6,Hydro,,,,,
POMPEYO CRIADO,"POMPEYO CRIADO, S.A.",,,Bunol,ES,1.6,Oil,,,,,
CERAMICAS ALONSO,"CERAMICAS ALONSO, S.L.",,,Aielo de Rugat,ES,1.32,Natural gas,,,,,
GUIXERS (POT. LIMITADA A 620 KW),"SALVADOR SERRA, S.A.",,,Guixers,ES,1.379,Hydro,,,,,
COGENERACION HERMANOS DIAZ REDONDO,"HERMANOS DIAZ REDONDO, S.A.",,,Cobeja,ES,0.999,Natural gas,,,1997,,
C.H. EL BORRAS,"MAS RIGOLISA, SL",,,Castellbell i el Vilar,ES,0.54,Hydro,,,1989,,
BELFINTEX,"BELFINTEX,S.A.",,,Rubi,ES,0.645,Natural gas,,,,,
GUIMERA,"LA PAPELERA DEL FRESSER,S.A.",,,Ribes de Freser,ES,0.064,Hydro,,,,,
GUISSONA-LERIDA,"CORPORACION ALIMENTARIA GUISSONA, S.A.",,,Lleida,ES,6.88,Oil,,,,,
CAN BORRAS,"SIMAPRO, S.L.",,,Sant Joan de Vilatorrada,ES,0.08,Hydro,,,,,
LA PLANA,"BENJAC, S.A.",,,Camarasa,ES,5,Hydro,,,,,
SANT JAUME DE LLIERCA,"COPAJO,S.L.",,,Sant Jaume de Llierca,ES,0.21,Hydro,,,,,
KAO CO(NUEVA FECHA INSCRIP. POR MODIF. SUSTANCIAL),"KAO CORPORATION, S.A.",,,Mollet del Valles,ES,4.227,Natural gas,,,,,
CH CAL GAT,"ALPAPAT, SL",,,Sant Joan de les Abadesses,ES,0.6,Hydro,,,1983,,
LA PUDA,"INTERNAICA, S.L.",,,Coma i la Pedra (La),ES,0.4,Hydro,,,,,
CERAMICA VIVES,"CERAMICA VIVES,S.A.",,,Alcora (l),ES,3.8,Other or unspecified energy sources,,,,,
ELKORRI,"ELKORRI,S.A.",,,Aranjuez,ES,0.54,Hydro,,,,,
MOLINO DE AUSIN,"HIDROELECTRICA PALENTINA, S.A.",,,Torquemada,ES,1.882,Hydro,,,,,
NOFUENTES,"SALTOS DEL NORTE, S.L.",,,Merindad de Cuesta-Urria,ES,0.4,Hydro,,,,,
TRANCO DEL DIABLO,AYUNTAMIENTO DE BEJAR,,,Bejar,ES,0.8,Hydro,,,,,
ARROYO LOS POZOS,"UNION MINERA DEL NORTE, S.A. (UMINSA)",,,Villamanin,ES,1.074,Hydro,,,,,
PERERUELA,"CIENER, S.A.U.",,,Pereruela,ES,3.352,Hydro,,,,,
GOMEZ RODULFO,"TURBINA DEL BATAN, S.L.",,,Bejar,ES,0.576,Hydro,,,,,
BAZKARDO,"ELECTRA BRAVO, S.L.",,,Andoain,ES,0.32,Hydro,,,,,
COLONIA FABREGAS,"PUCUSA RIBAS, S.A.",,,Campelles,ES,0.33,Hydro,,,,,
EL COLLET,"GEOGRAF, S.A.",,,Guardiola de Bergueda,ES,0.35,Hydro,,,,,
POBLA DE LILLET,"HILATURAS DEL BERGADA, S.A.",,,Pobla de Lillet (La),ES,0.204,Hydro,,,,,
BRANDIA,"ESTABANELL Y PAHISA, S.A.",,,Sant Pau de Seguries,ES,0.5,Hydro,,,,,
LADRILLERIA ROSO,"LADRILLERIA ROSO,S.A.",,,Illescas,ES,0.858,Natural gas,,,2009,,
CERAMICA DE CHILOECHES,"PALAU CERAMICA DE CHILOECHES, S.A.",,,Chiloeches,ES,0.96,Natural gas,,,2000,,
CERAMICA DE LA ESTANCA,"CERAMICA LA ESTANCA, S.A.",,,Calahorra,ES,0.636,Natural gas,,,1996,,
C´ANTIUS,"CANTIUS HIDROELECTRICA, S.L.",,,Callus,ES,0.3,Hydro,,,,,
LA RECORBA,"EXPLOTACION AGRICOLA VENTOSILLA,S.A",,,Villalba de Duero,ES,0.54,Hydro,,,,,
PAPELERA DEL ORIA,"PAPELERA DEL ORIA, S.A.",,,Zizurkil,ES,5.3,Natural gas,,,,,
GUEYU DE ZARAMBRAL,"SALTO DE SAJAMBRE,S.A.",,,Oseja de Sajambre,ES,0.39,Hydro,,,1987,,
C.H. BADIOLEGUI,"CORRUGADOS AZPEITIA, S.L.",,,Azpeitia,ES,0.367,Hydro,,,,,
VIRGEN DE LAS VINAS,IDAE,,,Aranda de Duero,ES,1.832,Hydro,,,,,
S.A. LA CERAMICA,"LA CERAMICA, S.L.",,,Valladolid,ES,0.507,Natural gas,,,,,
COGENERACION LA RABIDA (DETISA),"GENERACION ELECTRICA PENINSULAR, S.A. (GEPESA)",,,Palos de la Frontera,ES,49.9,Natural gas,,,2010,37.184143,-6.899786
CERAMICA FUSTE,"CERAMICA FUSTE, S.A.",,,Fondarella,ES,0.99,Natural gas,,,2009,,
VILLAR DEL REY,"HIDRO ENERGIA XANA, S.L.U.",,,Villar del Rey,ES,1.638,Hydro,,,,,
EL PONT VELL,"POLIGONO INDUSTRIAL CAN SEDO, S.A.",,,Sant Fruitos de Bages,ES,0.18,Hydro,,,,,
SALES DE MONZON,"SALES DE MONZON, S.A.",,,Castejon del Puente,ES,14.365,Natural gas,,,1996,,
PLANTA TRATAM. PURINES DE FORADADA,"FORADADA-ENERCORR XXI, S.L.U.",,,Foradada,ES,14.95,Natural gas,,,,,
ELYO SANT JOAN,"COFELY ENERGIA SANT JOAN, AIE",,,Sant Joan de les Abadesses,ES,6.045,Natural gas,,,2005,,
PLANTA DE PURINES AGRUPACIO RAMADERS NOGUERA,"AGRUPACIO DE RAMADERS LA NOGUERA, S.L.",,,Cubells,ES,15,Natural gas,,,,,
PLANTA TRATAMIENTO PURINES ALFARP,"SINAE, ENERGIA Y MEDIO AMBIENTE, S.A.",,,Alfarp,ES,14.94,Natural gas,,,,,
"CIUDAD DE LAS ARTES Y LAS CIENCIAS, S.A.","CIUDAD DE LAS ARTES Y LAS CIENCIAS, S.A.",,,Valencia,ES,3.864,Natural gas,,,,,
NOGALES,JUAN RAMON BARTOLOME SUALDEA,,,Alar del Rey,ES,0.33,Hydro,,,,,
MUSA VII,"MUSA MURCIANA DE AGUAS, S.A",,,Fortuna,ES,14.14,Natural gas,,,,,
MUSA VIII,"MUSA MURCIANA DE AGUAS, S.A",,,Fortuna,ES,14.14,Natural gas,,,,,
MUTRASA VI,"MUTRASA MURCIANA DE TRATAM. AGUAS, S.A",,,Fortuna,ES,14.14,Natural gas,,,,,
MUTRASA VII,"MUTRASA MURCIANA DE TRATAM. AGUAS, S.A",,,Fortuna,ES,14.14,Natural gas,,,,,
COGENERACION,"COMUNIDAD DE DEPOSITOS,S.L.",,,Villarrobledo,ES,2.72,Natural gas,,,,,
LOGRONO,"IBERICA DE ENERGIAS, S.L.",,,Logrono,ES,2.8,Hydro,,,,,
LA MELLA,"HIDROELECTRICA DEL CADAGUA, S.A.",,,Zalla,ES,0.4,Hydro,,,,,
SASTAGO-II,"ELECTRO METALURGICA DEL EBRO, S.L.",,,Sastago,ES,20.3,Hydro,,,,,
DONA JIMENA,"SALTOS DEL TIETAR, S.A.",,,Adrada (La),ES,1.193,Hydro,,,1994,,
C.H. HUERTA BAJA 75 KW,"CUADRICOPTER, S.L.",,,Gallur,ES,0.075,Hydro,,,2007,,
EMASA EDAR GUADALHORCE,"EMPRESA MUNICIP.AGUAS MALAGA, SA",,,Malaga,ES,10,Natural gas,,,2007,,
CG NUFRI-2,SAT NUM.1596 NUFRI,,,Mollerussa,ES,8.52,Natural gas,,,2000,,
ELABORADORA DE CEFALOPODOS,"SOCIEDAD ELABORADORA DE CEFALOPODOS, S.A",,,Bergondo,ES,1.1,Oil,,,,,
NUTRIMENTOS DEL CAMPO,"NUTRIMENTOS DEL CAMPO, S.A. (NUCAMSA)",,,Lalin,ES,2.92,Oil,,,,,
TRATAMIENTO DE PURINES DE GALVEZ,"BECOSA ENERGIAS RENOVABLES, S.A.",,,Galvez,ES,15,Natural gas,,,,,
TRATAMIENTO DE PURINES DE LA PUEBLANUEVA,"BETICA DE COGENERACION, S.A.",,,Pueblanueva (La),ES,15,Natural gas,,,,,
MATADERO COMARCAL DEL DEZA,"MATADERO COMARCAL DEL DEZA, S.A.",,,Lalin,ES,1.1,Oil,,,,,
"AZULEJERA TECNICA, S.A.","AZULEJERA TECNICA, S.A.",,,Alcora (l),ES,2.036,Natural gas,,,,,
COGENERACION ASTANO,"U.T.E. ASTANO - FENYA COGENERACION, S.L.",,,Fene,ES,9.48,Oil,,,1998,,
"PANRICO, S.L (ANTES DONUTS GALICIA)","PANRICO, S.L",,,Santiago de Compostela,ES,1.49,Natural gas,,,1999,,
COGENERACION ADZANETA,"COGENERACION ADZANETA, S.L.",,,Atzeneta dAlbaida,ES,4.46,Natural gas,,,,,
SALTO DE LAS CANAS,"SALTOS DEL MUNDO, S.L.",,,Hellin,ES,2.12,Hydro,,,2001,,
ANOETA,"ARTAJALEI, SL",,,Anoeta,ES,0.28,Hydro,,,1999,,
ACEQUIA DE CINCO VILLAS,"MINICENTRALES ACEQUIA DE CINCO VILLAS, A. LE.",,,Ejea de los Caballeros,ES,4.62,Hydro,,,,,
LAS BARRERAS,"NUEVA ELECTRICIDAD DEL GAS, S.A.",,,Sevilla,ES,5.872,Natural gas,,,1999,,
ANTIC MOLI JUVINYA,"MASIAS INVEST, SL",,,Sant Joan les Fonts,ES,0.037,Hydro,,,2000,,
C.H VALL DE NURIA,FERROCARRILS DE LA GENERALITAT DE CAT.,,,Queralbs,ES,0.064,Hydro,,,,,
MATEOS,"MATEOS, S.L.",,,Cabezon de Pisuerga,ES,6.69,Natural gas,,,,,
CERAMICA GARCIA CUESTA,"CERAMICA GARCIA CUESTA, S.A.",,,Nava de la Asuncion,ES,2,Natural gas,,,,,
HISPANIA CERAMICA,"HISPANIA CERAMICA, S.A.",,,Onda,ES,0.96,Natural gas,,,1999,,
C.H. DE SANTABAIA,"CORTIZO HIDROELECTRICAS, S.A.",,,Mazaricos,ES,1.402,Hydro,,,,,
"C.H. HOYA GARCIA (AMPLI. 775 KW, EL 12-11-05)","NUEVOS RIEGOS EL PROGRESO, S.A.",,,Cieza,ES,2.535,Hydro,,,,,
TORRASPAPEL-MONTANANESA,"TORRASPAPEL, S.A",,,Zaragoza,ES,22,Natural gas,,,,,
"CENTRAL DE COGENERACION EN INDASA, PARA DESHIDRATADO DE ALFALFAS Y OTROS PRODUCTOS VEGETALES","INDUSTRIAS DE DESHIDRATACION AGRICOLA, S.A. (INDASA)",,,Ejea de los Caballeros,ES,3.006,Oil,,,,,
ALCARRAS - CENTRAL 12,"INICIATIVAS HIDROELECTRICAS ARAGON Y CATALUNA,SL",,,Alcarras,ES,0.751,Hydro,,,2000,,
CENTRAL 13,"INICIATIVAS HIDROELECTRICAS ARAGON Y CATALUNA,SL",,,Alcarras,ES,0.433,Hydro,,,2000,,
QUENTAR,"MICROCENTRALES DE ANDALUCIA, S.A.",,,Quentar,ES,0.81,Hydro,,,,,
ANTELLA-ESCALONA,"HIDROELECTRICA ANTELLA-ESCALONA, SL",,,Antella,ES,3.6,Hydro,,,,,
COGENERACION VILLARICOS,"COGENERACION VILLARICOS, S.A.",,,Cuevas del Almanzora,ES,22.302,Oil,,,,,
LA REQUIJADA,"HIDROELECTRICA DEL PIEDRA, S.L.",,,Nuevalos,ES,1.4,Hydro,,,,,
GRANJA EGUILUZE,"GRANJA EGUILUZE, S.A.T.",,,Errenteria,ES,0.048,Oil,,,,,
KRASLAN,"KRASLAN-LAMINADOS DE MADERA, S.A.",,,Vitoria-Gasteiz,ES,0.995,Natural gas,,,,,
JOSE PINEIRO GONZALEZ E HIJOS,"JOSE PINEIRO GONZALEZ E HIJOS, S.L.",,,Porrino (O),ES,4.24,Oil,,,,,
VILLALGORDO,"HIDROELECTRICA DEL TRASVASE, S.A",,,Casas de Benitez,ES,5.5,Hydro,,,,,
CERAMICAS JORNETS,"CERAMICAS JORNETS, S.A.",,,Guadassuar,ES,0.9,Natural gas,,,1998,,
PAPELERA DE SILLA,"PAPELERA SILLA, S.A.",,,Bunol,ES,1.63,Oil,,,,,
SIERRA SUR ENERGIA S.A.,"ACEITES SIERRA SUR, S.A.",,,Pinos Puente,ES,24.56,Other or unspecified energy sources,,,1998,,
PROCESOS ECOLOGICOS CARMONA 3,"PROCESOS ECOLOGICOS CARMONA 3, S.A.",,,Carmona,ES,15,Natural gas,,,,,
TRAINALBA,"TRATAMIENTO INTEGRAL ALPECHINES BAENA,SL",,,Baena,ES,4.8,Oil,,,,,
SAN ESTEBAN DE GORMAZ,"HIJOS DE JAVIER GARCIA DEL VALLE, S.L.",,,San Esteban de Gormaz,ES,0.56,Hydro,,,,,
POVISA,"POLICLINICO DE VIGO, S.A.",,,Vigo,ES,1.163,Oil,,,1998,,
CABO,"HIDROMEDIA DE GALICIA, S.L.",,,Caniza (A),ES,4.9,Hydro,,,1998,,
POLIDEPORTIVO VALDELASFUENTES,PATRONATO M. DE DEPORTES DE ALCOBENDAS,,,Alcobendas,ES,0.782,Natural gas,,,2006,,
"TECNICAS DE COGENERACION DE QUART, S.L.","TECNICAS DE COGENERACION DE QUART, S.L.",,,Quart de Poblet,ES,7.302,Natural gas,,,2007,,
COGENERACION VIRIATO,"VIRIATO, S.A.",,,Ordes,ES,1.056,Oil,,,,,
REAL Y SANTA CASA DE MISERICORDIA,REAL Y SANTA CASA DE MISERICORDIA,,,Bilbao,ES,0.09,Natural gas,,,,,
EMBALSE DEL JERTE,"HIDRO ENERGIA XANA, S.L.U.",,,Plasencia,ES,5.415,Hydro,,,,,
PLANTA COGENERACION ENERGIA IDM,LACTALIS FORLASA S.L.U,,,Antequera,ES,9.702,Other or unspecified energy sources,,,2002,,
C.H. PALOMAREJO,"CIENER, S.A.U.",,,Talavera de la Reina,ES,1.96,Hydro,,,,,
INDUSTRIAS SAN ANDRES,"NEWARK SAN ANDRES, S.L.",,,Villava/Atarrabia,ES,6.705,Natural gas,,,2010,,
SANGUESA,AYUNTAMIENTO DE SANGUESA,,,Sanguesa/Zangoza,ES,0.382,Hydro,,,,,
EUGUI,"SERVICIOS COMARCA DE PAMPLONA, S.A.",,,Esteribar,ES,1.89,Hydro,,,,,
ENNOTEX,"ENNOTEX, S.A.",,,Ontinyent,ES,0.297,Oil,,,,,
PINILLA,"HIDRAULICA SANTILLANA, S.A.",,,Lozoya,ES,2.3,Hydro,,,,,
CENTRAL DE VALTEINA,"INICIATIVAS ENERGETICAS COMBINADOS, S.L.",,,Penafiel,ES,1,Hydro,,,2005,,
SARDON ALTO,"NEAT ENERGY, S.L.U.",,,Sardon de Duero,ES,1.46,Hydro,,,2013,,
C.H. DE SALTO DE LAGOA,SDAD. ESPANOLA DE GENERACION ELECTRICA,,,Mondonedo,ES,1.73175,Hydro,,,2003,,
"PLANTA DE SOJA DE BUNGE IBERICA, S.A.","BUNGE IBERICA, S.A.",,,Zierbena,ES,9.99,Natural gas,,,2006,,
LA SALVADORA,"LA SALVADORA, S.A.",,,Legorreta,ES,7.5,Natural gas,,,,,
"GREENPORT SOLUTIONS, S.L.","GREENPORT SOLUTIONS, S.L.",,,Milagro,ES,2.871,Natural gas,,,2005,,
CASTROQUILAME,"PRODUCCION ELECTRICA DEL CABRERA, S.L",,,Puente de Domingo Florez,ES,0.133,Hydro,,,,,
ALCOLEA DE CORDOBA,"HIDROELECTRICA DE ALCOLEA, S.L",,,Cordoba,ES,2.6,Hydro,,,,,
COGENERACION MADERAS GARNICA,"GARNICA PLYWOOD BANOS DE RIO TOBIA, SAU",,,Banos de Rio Tobia,ES,3.4,Natural gas,,,2001,,
C.H. MOLINO DE NIEVA,"ENERGIA DE NIEVA, S.L.",,,Nieva de Cameros,ES,0.382,Hydro,,,2001,,
"SERVICIOS DE COGENERACION, S.L.","SERVICIOS DE COGENERACION, S.L.",,,Vall dAlba,ES,14.852,Natural gas,,,,,
CARMONA COGENERACION,"CARMONA COGENERACION, S.A.",,,Carmona,ES,15,Natural gas,,,,,
C.H. FERRERAS,"HIDRO ENERGIA XANA, S.L.",,,Bonar,ES,2.834,Hydro,,,2005,,
C.H. LA TORRE,"HIDROELECTRICA LA TORRE, S.A.",,,Mariana,ES,0.39,Hydro,,,,,
DIBAQ-DIPROTEG,"DIBAQ-DIPROTEG, S.A.",,,Fuentepelayo,ES,2.928,Natural gas,,,2002,,
C. COG. E.D.A.R. VILLAPEREZ,CONSORCIO DE AGUAS DE ASTURIAS,,,Oviedo,ES,4.074,Natural gas,,,2001,,
CERAMICAS HIJOS DE F.MORATAL AMPLIACION DE RE-97D-395,"CERAMICAS HIJOS DE F.MORATAL, S.A.",,,Villalonga,ES,2.06,Natural gas,,,,,
ARIESTOLAS,"HIDRO NITRO ESPANOLA, S.A.",,,Almunia de San Juan,ES,6.12,Hydro,,,,,
EL CIEGO,"HIDRO NITRO ESPANOLA, S.A.",,,Estada,ES,3.4,Hydro,,,,,
BARASONA (S.JOSE),"HIDRO NITRO ESPANOLA, S.A.",,,Puebla de Castro (La),ES,22.1,Hydro,,,,,
ARIAS I,"HIDRO NITRO ESPANOLA, S.A.",,,Estadilla,ES,6.375,Hydro,,,,,
BARBAO,"FOMENSA HISPANIA, S.L.",,,Lena,ES,5,Hydro,,,,,
PARANA,"FOMENSA HISPANIA, S.L.",,,Lena,ES,2.782,Hydro,,,,,
FERRERIAS,"HIDROELECTRICA DEL FORCADAS, S.A.",,,Valdovino,ES,1.967,Hydro,,,,,
FERVENZA,"FERROATLANTICA, S.L.",,,Dumbria,ES,3.6,Hydro,,,,,
ITALCOGENERACION,"ITALCOGENERACION, S.A.",,,Vila-real,ES,5.335,Other or unspecified energy sources,,,,,
AZUVI,"AZUVI, S.A.",,,Vila-real,ES,5.575,Natural gas,,,1993,,
VENIS,"VENIS, S.A.",,,Vila-real,ES,2.5,Natural gas,,,,,
INZOA,"MINICENTRALES DEL LARRAUN, SL",,,Larraun,ES,0.245,Hydro,,,,,
CENTRAL HIDR. EL PERALEJO,"UNION IBERICA GEST.TEC.INTEGRAL,SL",,,Calasparra,ES,1.053,Hydro,,,,,
MUSA I,MUSA,,,Fortuna,ES,15,Natural gas,,,,,
MUSA III,MUSA,,,Fortuna,ES,15,Natural gas,,,,,
NEUMATICOS MICHELIN-VITORIA,"ENERGYWORKS VIT-VALL, S.L.",,,Vitoria-Gasteiz,ES,47,Natural gas,,,,42.866419,-2.670162
PLANTA BIOMASA NUINTESA,"NUINTESA, SL",,,Becerril de Campos,ES,0.99,Natural gas,,,2007,,
HIDROELECTRICA SAN LAZARO,"HIDROJERTE, SL. UNIPERSONAL",,,Plasencia,ES,0.878,Hydro,,,2007,,
C.H. RIALB 1,"SALTOS Y CENTRALES DE CATALUNYA, S.A.",,,Tiurana,ES,5.906,Hydro,,,2007,,
"CORA COGENERACION, S.L.","CORA COGENERACION, S.L.",,,Alzira,ES,5.499,Natural gas,,,2007,,
CENTRAL DE COGENERACION NPC II,"NUEVOS PRODUCTOS CERAMICOS, S.A.",,,Vilafames,ES,6.8,Natural gas,,,2008,,
C.H. SALTO DE ERMIDA,"HIDROELECTRICA DEL UMIA, S.L.",,,Cuntis,ES,3.0796,Hydro,,,2008,,
LOS MOLINOS DEL SOTO,"INVERSIONES TORIO, S.L.",,,Vegas del Condado,ES,0.95,Hydro,,,2007,,
BIOGAS REIG PASTOR,"REIG-PASTOR, SCP",,,Torregrossa,ES,0.191,Biomass and biogas,,,2008,,
PERANCHO,"H. RIO LENA, S.A.",,,Nava,ES,0.91,Hydro,,,,,
BIOGAS Y ENERGIA,EL PUENTE ACEITES Y SUBPRODUCTOS S.L.,,,Puente de Genave,ES,9.194,Natural gas,,,2006,,
BETOLEGUI,"ACCIONA ENERGIA, S.A.",,,Orbara,ES,3.1,Hydro,,,,,
