name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,lat,lon
GRADO I 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Grado (El),ES,9.23,Hydro,,,1967,,
GRADO I 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Grado (El),ES,9.23,Hydro,,,1967,,
GRADO II 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Grado (El),ES,12.05,Hydro,,,1968,,
GRADO II 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Grado (El),ES,13.66,Hydro,,,1968,,
GUADALEN,ENDESA GENERACION S.A.,,,Vilches,ES,5.12,Hydro,,,1959,,
GUADALMELLATO,ENDESA GENERACION S.A.,,,Adamuz,ES,5.12,Hydro,,,1963,,
GUADALMENA,ENDESA GENERACION S.A.,,,Chiclana de Segura,ES,15.2,Hydro,,,1970,,
GUILLENA 1,ENDESA GENERACION S.A.,,,Guillena,ES,69.33,Hydro,,,1973,37.567315,-6.049541
GUILLENA 2,ENDESA GENERACION S.A.,,,Guillena,ES,69.33,Hydro,,,1973,37.567315,-6.049541
GUILLENA 3,ENDESA GENERACION S.A.,,,Guillena,ES,69.33,Hydro,,,1973,37.567315,-6.049541
HIDROELECTRICA DE HUESCA,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Caldearenas,ES,0.89,Hydro,,,1982,,
HUERMEDA,ENDESA GENERACION S.A.,,,Calatayud,ES,,Hydro,,,1985,,
IP 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Canfranc,ES,30.05,Hydro,,,1969,42.722707,-0.462906
IP 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Canfranc,ES,29.95,Hydro,,,1969,42.722707,-0.462906
IP 3,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Canfranc,ES,28.85,Hydro,,,1969,42.722707,-0.462906
IZNAJAR 1,ENDESA GENERACION S.A.,,,Cuevas de San Marcos,ES,38.4,Hydro,,,1969,37.274707,-4.387173
IZNAJAR 2,ENDESA GENERACION S.A.,,,Cuevas de San Marcos,ES,38.31,Hydro,,,1969,37.274707,-4.387173
JABARRELLA 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Sabinanigo,ES,4.9,Hydro,,,1961,,
JABARRELLA 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Sabinanigo,ES,4.9,Hydro,,,1961,,
JABARRELLA 3,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Sabinanigo,ES,4.9,Hydro,,,1961,,
JACA 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Jaca,ES,7.67,Hydro,,,1967,,
JACA 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Jaca,ES,8.2,Hydro,,,1968,,
JANDULA 1,ENDESA GENERACION S.A.,,,Andujar,ES,2.8,Hydro,,,1930,,
JANDULA 2,ENDESA GENERACION S.A.,,,Andujar,ES,5.86,Hydro,,,1930,,
JANDULA 3,ENDESA GENERACION S.A.,,,Andujar,ES,5.94,Hydro,,,1930,,
JAUJA 1,ENDESA GENERACION S.A.,,,Lucena,ES,1.8,Hydro,,,1951,,
JAUJA 2,ENDESA GENERACION S.A.,,,Lucena,ES,1.8,Hydro,,,1951,,
JAUJA 3,ENDESA GENERACION S.A.,,,Lucena,ES,1.27,Hydro,,,1951,,
JAVIERRELATRE 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Caldearenas,ES,5.2,Hydro,,,1966,,
JAVIERRELATRE 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Caldearenas,ES,5.2,Hydro,,,1966,,
JUEU,ENDESA GENERACION S.A.,,,Bordes (Es),ES,,Hydro,,,1958,,
LA BAELLS,ENDESA GENERACION S.A.,,,Berga,ES,6.95,Hydro,,,1989,,
LA MORANA 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Anon de Moncayo,ES,0.38,Hydro,,,1947,,
LA MORANA 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Anon de Moncayo,ES,0.44,Hydro,,,1947,,
LA MORCA,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Anon de Moncayo,ES,0.68,Hydro,,,1985,,
LA PARAYA 1,"VIESGO GENERACION, S.L.",,,Aller,ES,1.44,Hydro,,,1919,,
LA PARAYA 2,"VIESGO GENERACION, S.L.",,,Aller,ES,1.13,Hydro,,,1921,,
LA REMOLINA GR 1,"VIESGO GENERACION, S.L.",,,Cremenes,ES,41.8,Hydro,,,1990,42.932872,-5.085709
LA REMOLINA GR 2,"VIESGO GENERACION, S.L.",,,Cremenes,ES,41.39,Hydro,,,1990,42.932872,-5.085709
LA RIBEIRA GR 1,ENDESA GENERACION S.A.,,,Pontes de Garcia Rodriguez (As),ES,5.94,Hydro,,,1965,,
LA SERENA,ENDESA GENERACION S.A.,,,Castuera,ES,22,Hydro,,,1992,,
LA VEGA 1,ENDESA GENERACION S.A.,,,Montoro,ES,0.94,Hydro,,,1946,,
LA VEGA 2,ENDESA GENERACION S.A.,,,Montoro,ES,0.94,Hydro,,,1946,,
LAFORTUNADA CINCA 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Tella-Sin,ES,13.8,Hydro,,,1923,42.543496,0.18304
LAFORTUNADA CINCA 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Tella-Sin,ES,13.8,Hydro,,,1923,42.543496,0.18304
LAFORTUNADA CINCA 3,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Tella-Sin,ES,13.8,Hydro,,,1923,42.543496,0.18304
LAFORTUNADA CINQUETA 1,ENDESA GENERACION S.A.,,,Tella-Sin,ES,20.4,Hydro,,,1932,42.542878,0.198028
LAFORTUNADA CINQUETA 2,ENDESA GENERACION S.A.,,,Tella-Sin,ES,20.4,Hydro,,,1932,42.542878,0.198028
LANUZA 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Panticosa,ES,26.96,Hydro,,,1977,42.750252,-0.314465
LANUZA 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Panticosa,ES,25.73,Hydro,,,1977,42.750252,-0.314465
LAS ONDINAS GR 1,ENDESA GENERACION S.A.,,,Paramo del Sil,ES,40.93,Hydro,,,1966,42.842864,-6.471276
LAS ONDINAS GR 2,ENDESA GENERACION S.A.,,,Paramo del Sil,ES,41.53,Hydro,,,1966,42.842864,-6.471276
LASPUNA 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Laspuna,ES,7.13,Hydro,,,1965,,
LASPUNA 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Laspuna,ES,7.19,Hydro,,,1965,,
LERIDA,ENDESA GENERACION S.A.,,,Lleida,ES,11.93,Hydro,,,1964,,
LES ILLES,ENDESA GENERACION S.A.,,,Sant Quirze de Besora,ES,1,Hydro,,,1980,,
LITORAL DE ALMERIA GR 1,ENDESA GENERACION S.A.,,,Carboneras,ES,557.51,Hard coal,,,1984,36.978652,-1.904433
LITORAL DE ALMERIA GR 2,ENDESA GENERACION S.A.,,,Carboneras,ES,562.08,Hard coal,,,1997,36.978652,-1.904433
LOS BARRIOS,"VIESGO GENERACION, S.L.",,,Barrios (Los),ES,570.05,Hard coal,,,1985,36.182641,-5.418967
LOS ORGANOS 1,ENDESA GENERACION S.A.,,,Santiago-Pontones,ES,0.96,Hydro,,,1955,,
LOS ORGANOS 2,ENDESA GENERACION S.A.,,,Santiago-Pontones,ES,0.96,Hydro,,,1955,,
LOS RABANOS 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Rabanos (Los),ES,1.97,Hydro,,,1963,,
LOS RABANOS 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Rabanos (Los),ES,1.97,Hydro,,,1963,,
LLADRES,ENDESA GENERACION S.A.,,,Espot,ES,0.87,Hydro,,,1967,,
LLAVORSI CARDOS 1,ENDESA GENERACION S.A.,,,Llavorsi,ES,26.2,Hydro,,,1966,42.496342,1.213129
LLAVORSI CARDOS 2,ENDESA GENERACION S.A.,,,Llavorsi,ES,26.2,Hydro,,,1966,42.496342,1.213129
LLESP 1,ENDESA GENERACION S.A.,,,Pont de Suert (El),ES,6.2,Hydro,,,1954,,
LLESP 2,ENDESA GENERACION S.A.,,,Pont de Suert (El),ES,6.2,Hydro,,,1953,,
MARMOLEJO 1,ENDESA GENERACION S.A.,,,Marmolejo,ES,8.48,Hydro,,,1962,,
MARMOLEJO 2,ENDESA GENERACION S.A.,,,Marmolejo,ES,8.48,Hydro,,,1962,,
MARRACOS 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Marracos,ES,3.37,Hydro,,,1949,,
MARRACOS 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Marracos,ES,3.35,Hydro,,,1978,,
MEDIANO 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Palo,ES,33.5,Hydro,,,1969,42.312946,0.210984
MEDIANO 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Palo,ES,33.47,Hydro,,,1969,42.312946,0.210984
MENGIBAR 1,ENDESA GENERACION S.A.,,,Jabalquinto,ES,1.4,Hydro,,,1975,,
MENGIBAR 2,ENDESA GENERACION S.A.,,,Jabalquinto,ES,1.4,Hydro,,,1975,,
MENGIBAR 3,ENDESA GENERACION S.A.,,,Jabalquinto,ES,1.4,Hydro,,,1975,,
MEQUINENZA 1,ENDESA GENERACION S.A.,,,Mequinenza,ES,80.59,Hydro,,,1964,41.368983,0.273381
MEQUINENZA 2,ENDESA GENERACION S.A.,,,Mequinenza,ES,80.59,Hydro,,,1964,41.368983,0.273381
MEQUINENZA 3,ENDESA GENERACION S.A.,,,Mequinenza,ES,80.59,Hydro,,,1964,41.368983,0.273381
MEQUINENZA 4,ENDESA GENERACION S.A.,,,Mequinenza,ES,80.59,Hydro,,,1964,41.368983,0.273381
MOLI,ENDESA GENERACION S.A.,,,Oris,ES,0.75,Hydro,,,1986,,
MONTAMARA 1,ENDESA GENERACION S.A.,,,Lladorre,ES,45.89,Hydro,,,1974,42.673534,1.235138
MONTAMARA 2,ENDESA GENERACION S.A.,,,Lladorre,ES,46.53,Hydro,,,1974,42.673534,1.235138
MONTESQUIU,ENDESA GENERACION S.A.,,,Montesquiu,ES,1.04,Hydro,,,1986,,
MORALETS 1,ENDESA GENERACION S.A.,,,Montanuy,ES,73.42,Hydro,,,1985,42.578699,0.758827
MORALETS 2,ENDESA GENERACION S.A.,,,Montanuy,ES,72.82,Hydro,,,1985,42.578699,0.758827
MORALETS 3,ENDESA GENERACION S.A.,,,Montanuy,ES,72.9,Hydro,,,1985,42.578699,0.758827
MORES,ENDESA GENERACION S.A.,,,Mores,ES,,Hydro,,,1985,,
NACIMIENTO 1,ENDESA GENERACION S.A.,,,Castril,ES,0.6,Hydro,,,1961,,
NACIMIENTO 2,ENDESA GENERACION S.A.,,,Castril,ES,0.6,Hydro,,,1961,,
NEGRATIN,ENDESA GENERACION S.A.,,,Freila,ES,6.6,Hydro,,,1990,,
NUEVO CASTILLO,ENDESA GENERACION S.A.,,,Guejar Sierra,ES,4.36,Hydro,,,1989,,
NUEVO CHORRO,ENDESA GENERACION S.A.,,,Alora,ES,9.98,Hydro,,,1981,,
OLIANA 1,ENDESA GENERACION S.A.,,,Oliana,ES,12.54,Hydro,,,1956,,
OLIANA 2,ENDESA GENERACION S.A.,,,Oliana,ES,12.54,Hydro,,,1956,,
OLIANA 3,ENDESA GENERACION S.A.,,,Oliana,ES,12.54,Hydro,,,1965,,
ORELLANA CANAL,ENDESA GENERACION S.A.,,,Orellana la Vieja,ES,4.5,Hydro,,,1964,,
ORELLANA PIE DE PRESA,ENDESA GENERACION S.A.,,,Orellana la Vieja,ES,18,Hydro,,,1961,,
ORFANS,ENDESA GENERACION S.A.,,,Vilademuls,ES,0.34,Hydro,,,1984,,
PAMPANEIRA,ENDESA GENERACION S.A.,,,Pampaneira,ES,12.8,Hydro,,,1956,,
PAREDONES 1,ENDESA GENERACION S.A.,,,Alora,ES,1.56,Hydro,,,1946,,
PAREDONES 2,ENDESA GENERACION S.A.,,,Alora,ES,1.56,Hydro,,,1946,,
PASTERAL 1,ENDESA GENERACION S.A.,,,Amer,ES,6.32,Hydro,,,1962,,
PASTERAL II 1,ENDESA GENERACION S.A.,,,Cellera de Ter (La),ES,0.86,Hydro,,,1961,,
PASTERAL II 2,ENDESA GENERACION S.A.,,,Cellera de Ter (La),ES,0.69,Hydro,,,1962,,
PEDRO MARIN 1,ENDESA GENERACION S.A.,,,Baeza,ES,5.2,Hydro,,,1954,,
PEDRO MARIN 2,ENDESA GENERACION S.A.,,,Baeza,ES,8,Hydro,,,1954,,
PENADRADA GR 1,ENDESA GENERACION S.A.,,,Paramo del Sil,ES,18.47,Hydro,,,1963,,
PENADRADA GR 2,ENDESA GENERACION S.A.,,,Paramo del Sil,ES,19.7,Hydro,,,1963,,
PINTADO 1,ENDESA GENERACION S.A.,,,Cazalla de la Sierra,ES,12.4,Hydro,,,1951,,
PINTADO 2,ENDESA GENERACION S.A.,,,Cazalla de la Sierra,ES,6.4,Hydro,,,1951,,
PINTADO 3,ENDESA GENERACION S.A.,,,Cazalla de la Sierra,ES,14.4,Hydro,,,1951,,
POBLA II 1,"EISSL EOLICA, S.L.",,,Pobla de Segur (La),ES,6.54,Hydro,,,1989,,
POBLA II 2,"EISSL EOLICA, S.L.",,,Pobla de Segur (La),ES,6.54,Hydro,,,1989,,
PONT DE REI 1,ENDESA GENERACION S.A.,,,Canejan,ES,23.07,Hydro,,,1960,42.847567,0.735271
PONT DE REI 2,ENDESA GENERACION S.A.,,,Canejan,ES,23.07,Hydro,,,1960,42.847567,0.735271
PONT DE SUERT 1,ENDESA GENERACION S.A.,,,Pont de Suert (El),ES,7.79,Hydro,,,1955,,
PONT DE SUERT 2,ENDESA GENERACION S.A.,,,Pont de Suert (El),ES,7.79,Hydro,,,1955,,
POQUEIRA 1,ENDESA GENERACION S.A.,,,Capileira,ES,5.13,Hydro,,,1957,,
POQUEIRA 2,ENDESA GENERACION S.A.,,,Capileira,ES,5.14,Hydro,,,1957,,
PORTO GR 1,ENDESA GENERACION S.A.,,,Porto,ES,17.6,Hydro,,,1963,,
PRADA GR 1,ENDESA GENERACION S.A.,,,Veiga (A),ES,35.51,Hydro,,,1958,42.310141,-7.041795
PRADA GR 2,ENDESA GENERACION S.A.,,,Veiga (A),ES,35.21,Hydro,,,1958,42.310141,-7.041795
PUENTE MONTANANA 1,ENDESA GENERACION S.A.,,,Sant Esteve de la Sarga,ES,22.27,Hydro,,,1958,,
PUENTE MONTANANA 2,ENDESA GENERACION S.A.,,,Sant Esteve de la Sarga,ES,22.27,Hydro,,,1958,,
PUENTE NUEVO GR 3,"VIESGO GENERACION, S.L.",,,Espiel,ES,299.76,Hard coal,,,1980,38.111133,-4.934664
PUENTES GR 1,ENDESA GENERACION S.A.,,,Pontes de Garcia Rodriguez (As),ES,350.99,Lignite,,,1976,43.439951,-7.861837
PUENTES GR 2,ENDESA GENERACION S.A.,,,Pontes de Garcia Rodriguez (As),ES,351.06,Lignite,,,1977,43.439951,-7.861837
PUENTES GR 3,ENDESA GENERACION S.A.,,,Pontes de Garcia Rodriguez (As),ES,350.26,Lignite,,,1978,43.439951,-7.861837
PUENTES GR 4,ENDESA GENERACION S.A.,,,Pontes de Garcia Rodriguez (As),ES,350.88,Lignite,,,1979,43.439951,-7.861837
PUERTO PENA 1,ENDESA GENERACION S.A.,,,Talarrubias,ES,18.4,Hydro,,,1964,39.144383,-5.183698
PUERTO PENA 2,ENDESA GENERACION S.A.,,,Talarrubias,ES,18.4,Hydro,,,1964,39.144383,-5.183698
PUERTO PENA 3,ENDESA GENERACION S.A.,,,Talarrubias,ES,18.4,Hydro,,,1964,39.144383,-5.183698
PURROY,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Mores,ES,0.5,Hydro,,,1985,,
QUERENO GR 1,ENDESA GENERACION S.A.,,,Rubia,ES,18.21,Hydro,,,1961,42.417019,-6.831793
QUERENO GR 2,ENDESA GENERACION S.A.,,,Rubia,ES,18.25,Hydro,,,1961,42.417019,-6.831793
RACIONEROS 1,ENDESA GENERACION S.A.,,,Jaen,ES,1.12,Hydro,,,1984,,
RACIONEROS 2,ENDESA GENERACION S.A.,,,Jaen,ES,1.12,Hydro,,,1984,,
RIBA ROJA 1,ENDESA GENERACION S.A.,,,Riba-roja dEbre,ES,65.32,Hydro,,,1969,41.242605,0.430549
RIBA ROJA 2,ENDESA GENERACION S.A.,,,Riba-roja dEbre,ES,65.32,Hydro,,,1967,41.242605,0.430549
RIBA ROJA 3,ENDESA GENERACION S.A.,,,Riba-roja dEbre,ES,65.32,Hydro,,,1967,41.242605,0.430549
RIBA ROJA 4,ENDESA GENERACION S.A.,,,Riba-roja dEbre,ES,65.32,Hydro,,,1967,41.242605,0.430549
RIBADELAGO GR 1,ENDESA GENERACION S.A.,,,Galende,ES,1.4,Hydro,,,1954,,
RIBADELAGO GR 2,ENDESA GENERACION S.A.,,,Galende,ES,11.52,Hydro,,,1955,,
RIBADELAGO GR 3,ENDESA GENERACION S.A.,,,Galende,ES,11.52,Hydro,,,1955,,
RIBADELAGO GR 4,ENDESA GENERACION S.A.,,,Galende,ES,11.52,Hydro,,,1956,,
RIOSCURO GR 1,ENDESA GENERACION S.A.,,,Villablino,ES,7.66,Hydro,,,1992,,
RIOSCURO GR 2,ENDESA GENERACION S.A.,,,Villablino,ES,7.55,Hydro,,,1992,,
RIVERA 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Albalate del Arzobispo,ES,1.14,Hydro,,,1989,,
RONDA 1,ENDESA GENERACION S.A.,,,Ronda,ES,1.16,Hydro,,,1955,,
RONDA 2,ENDESA GENERACION S.A.,,,Ronda,ES,1.16,Hydro,,,1955,,
SABINANIGO 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Sabinanigo,ES,3.36,Hydro,,,1964,,
SABINANIGO2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Sabinanigo,ES,3.36,Hydro,,,1964,,
SALINAS,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Tella-Sin,ES,2.37,Hydro,,,1948,,
SAN AGUSTIN GR 1,ENDESA GENERACION S.A.,,,Viana do Bolo,ES,31.02,Hydro,,,1961,42.153868,-7.062777
SAN AGUSTIN GR 2,ENDESA GENERACION S.A.,,,Viana do Bolo,ES,31.86,Hydro,,,1961,42.153868,-7.062777
SAN AUGUSTO 1,ENDESA GENERACION S.A.,,,Tolox,ES,1,Hydro,,,1932,,
SAN AUGUSTO 2,ENDESA GENERACION S.A.,,,Tolox,ES,1,Hydro,,,1932,,
SAN AUGUSTO 3,ENDESA GENERACION S.A.,,,Tolox,ES,0.6,Hydro,,,1932,,
SAN CALIXTO 1,ENDESA GENERACION S.A.,,,Ecija,ES,0.48,Hydro,,,1905,,
SAN CALIXTO 2,ENDESA GENERACION S.A.,,,Ecija,ES,0.29,Hydro,,,1905,,
SAN MATEO,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,San Mateo de Gallego,ES,0.5,Hydro,,,1959,,
SAN MAURICI 1,ENDESA GENERACION S.A.,,,Espot,ES,5.01,Hydro,,,1954,,
SAN MAURICI 2,ENDESA GENERACION S.A.,,,Espot,ES,4.82,Hydro,,,1954,,
SAN MAURICI 3,ENDESA GENERACION S.A.,,,Espot,ES,5.19,Hydro,,,1954,,
SAN PASCUAL 1,ENDESA GENERACION S.A.,,,Yunquera,ES,0.5,Hydro,,,1949,,
SAN PASCUAL 2,ENDESA GENERACION S.A.,,,Yunquera,ES,0.5,Hydro,,,1949,,
SAN RAMON,ENDESA GENERACION S.A.,,,Ecija,ES,0.48,Hydro,,,1913,,
SAN SEBASTIAN GR 1,ENDESA GENERACION S.A.,,,Pias,ES,8.8,Hydro,,,1959,,
SAN SEBASTIAN GR 2,ENDESA GENERACION S.A.,,,Pias,ES,8.8,Hydro,,,1960,,
SANTA ANA 1,ENDESA GENERACION S.A.,,,Castillonroy,ES,15.08,Hydro,,,1962,41.882329,0.580478
SANTA ANA 2,ENDESA GENERACION S.A.,,,Castillonroy,ES,15.08,Hydro,,,1962,41.882329,0.580478
SANTA MARINA GR 1,ENDESA GENERACION S.A.,,,Toreno,ES,10.56,Hydro,,,1958,,
SANTA MARINA GR 2,ENDESA GENERACION S.A.,,,Toreno,ES,10.17,Hydro,,,1958,,
SANTA MARINA GR 3,ENDESA GENERACION S.A.,,,Toreno,ES,13.95,Hydro,,,1992,,
SAU 1,ENDESA GENERACION S.A.,,,Vilanova de Sau,ES,27.78,Hydro,,,1963,41.968011,2.413018
SAU 2,ENDESA GENERACION S.A.,,,Vilanova de Sau,ES,27.78,Hydro,,,1964,41.968011,2.413018
SEIRA II 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Seira,ES,8.74,Hydro,,,1996,,
SEIRA II 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Seira,ES,8.66,Hydro,,,1996,,
SEIRA II 3,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Seira,ES,19.25,Hydro,,,1996,,
SENET 1,ENDESA GENERACION S.A.,,,Montanuy,ES,4.3,Hydro,,,1951,,
SENET 2,ENDESA GENERACION S.A.,,,Montanuy,ES,4.3,Hydro,,,1951,,
SEROS II 1,ENDESA GENERACION S.A.,,,Aitona,ES,11.06,Hydro,,,1989,,
SEROS II 2,ENDESA GENERACION S.A.,,,Aitona,ES,11.06,Hydro,,,1989,,
SEROS II 3,ENDESA GENERACION S.A.,,,Aitona,ES,11.06,Hydro,,,1989,,
SEROS II 4,ENDESA GENERACION S.A.,,,Aitona,ES,11.06,Hydro,,,1989,,
SILVON 1,"VIESGO GENERACION, S.L.",,,Boal,ES,40.3,Hydro,,,1959,43.387117,-6.825233
SILVON 2,"VIESGO GENERACION, S.L.",,,Boal,ES,41.24,Hydro,,,1964,43.387117,-6.825233
SUSQUEDA 1,ENDESA GENERACION S.A.,,,Susqueda,ES,38.52,Hydro,,,1967,41.980234,2.525604
SUSQUEDA 2,ENDESA GENERACION S.A.,,,Susqueda,ES,36.68,Hydro,,,1967,41.980234,2.525604
TORRASA,ENDESA GENERACION S.A.,,,Espot,ES,4.22,Hydro,,,1955,,
TRANCO DE BEAS 1,ENDESA GENERACION S.A.,,,Hornos,ES,16,Hydro,,,1953,38.175002,-2.795916
TRANCO DE BEAS 2,ENDESA GENERACION S.A.,,,Hornos,ES,7.8,Hydro,,,1953,38.175002,-2.795916
TRANCO DE BEAS 3,ENDESA GENERACION S.A.,,,Hornos,ES,16,Hydro,,,1953,38.175002,-2.795916
TREGURA 1,ENDESA GENERACION S.A.,,,Vilallonga de Ter,ES,1.54,Hydro,,,1961,,
TREGURA 2,ENDESA GENERACION S.A.,,,Vilallonga de Ter,ES,3.02,Hydro,,,1961,,
UNARRE,ENDESA GENERACION S.A.,,,Esterri dAneu,ES,7.92,Hydro,,,1955,,
URDICETO 1,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Bielsa,ES,3.55,Hydro,,,1930,,
URDICETO 2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Bielsa,ES,3.55,Hydro,,,1930,,
URDON 1,"VIESGO GENERACION, S.L.",,,Penarrubia,ES,1.48,Hydro,,,1910,,
URDON 2,"VIESGO GENERACION, S.L.",,,Penarrubia,ES,1.67,Hydro,,,1910,,
URDON 3,"VIESGO GENERACION, S.L.",,,Penarrubia,ES,3.23,Hydro,,,1915,,
VALTODANO 1,ENDESA GENERACION S.A.,,,Andujar,ES,1.05,Hydro,,,1980,,
VALTODANO 2,ENDESA GENERACION S.A.,,,Andujar,ES,1.05,Hydro,,,1980,,
VALTODANO 3,ENDESA GENERACION S.A.,,,Andujar,ES,1.05,Hydro,,,1980,,
VANDELLOS GR 2,ENDESA GENERACION S.A.,,,Vandellos i lHospitalet de lInfant,ES,1045.31,Nuclear,Steam turbine,,1987,40.950367,0.865747
VIELHA 1,ENDESA GENERACION S.A.,,,Vielha e Mijaran,ES,10.93,Hydro,,,1947,,
VIELHA 2,ENDESA GENERACION S.A.,,,Vielha e Mijaran,ES,10.93,Hydro,,,1947,,
VILALLER 1,ENDESA GENERACION S.A.,,,Vilaller,ES,1.97,Hydro,,,1952,,
VILALLER 2,ENDESA GENERACION S.A.,,,Vilaller,ES,2.01,Hydro,,,1952,,
VILLAFRANCA 1,ENDESA GENERACION S.A.,,,Villafranca de Cordoba,ES,2.47,Hydro,,,1948,,
VILLAFRANCA 2,ENDESA GENERACION S.A.,,,Villafranca de Cordoba,ES,2.48,Hydro,,,1948,,
VILLANUA,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Villanua,ES,10.9,Hydro,,,1978,,
ZUJAR 1,ENDESA GENERACION S.A.,,,Castuera,ES,10.15,Hydro,,,1968,,
ZUJAR 2,ENDESA GENERACION S.A.,,,Castuera,ES,9.96,Hydro,,,1968,,
ENTREPENAS GRUPO 1,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Aunon,ES,20.35,Hydro,,,1956,40.493099,-2.750452
ENTREPENAS GRUPO 2,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Aunon,ES,20.45,Hydro,,,1956,40.493099,-2.750452
BUENDIA GRUPO 1,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Buendia,ES,18.15,Hydro,,,1956,40.398692,-2.783605
BUENDIA GRUPO 2,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Buendia,ES,18.15,Hydro,,,1956,40.398692,-2.783605
BUENDIA GRUPO 3,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Buendia,ES,18.15,Hydro,,,1956,40.398692,-2.783605
BOLARQUE I GRUPO 1,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Pastrana,ES,13.99,Hydro,,,1954,40.362584,-2.819307
BOLARQUE I GRUPO 2,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Pastrana,ES,13.95,Hydro,,,1955,40.362584,-2.819307
BOLARQUE II GRUPO 1,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Almonacid de Zorita,ES,54.5,Hydro,,,1973,40.362584,-2.819307
BOLARQUE II GRUPO 2,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Almonacid de Zorita,ES,52.5,Hydro,,,1973,40.362584,-2.819307
BOLARQUE II GRUPO 3,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Almonacid de Zorita,ES,53.5,Hydro,,,1973,40.362584,-2.819307
BOLARQUE II GRUPO 4,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Almonacid de Zorita,ES,54.5,Hydro,,,1973,40.362584,-2.819307
ZORITA GRUPO 1,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Zorita de los Canes,ES,3.83,Hydro,,,1948,,
ZORITA GRUPO 2,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Zorita de los Canes,ES,3.705,Hydro,,,1948,,
ZORITA GRUPO 3,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Zorita de los Canes,ES,3.801,Hydro,,,1962,,
ALMOGUERA GRUPO 1,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Almoguera,ES,2.5,Hydro,,,1947,,
ALMOGUERA GRUPO 2,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Almoguera,ES,2.79,Hydro,,,1947,,
ALMOGUERA GRUPO 3,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Almoguera,ES,2.84,Hydro,,,1962,,
CASTREJON GRUPO 1,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Carpio de Tajo (El),ES,20.1,Hydro,,,1968,39.85291,-4.473968
